N_TRA,P7_2,P7_3,P7_4_01,P7_4_02,P7_4_03,P7_4_04,P7_4_05,P7_4_06,P7_4_07,P7_4_08,P7_4_09,P7_4_10,P7_5C_D,P7_5D_H,P7_5D_M,tiempo,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_12A,UPM_DIS,FAC_TRA
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4158,2397
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,2,1,2,NA,NA,2,9,4159,5240
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,2,3,3,2,1,2,0,1,0,60,3,2,1,2,NA,NA,2,8,4159,524
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,1,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4159,524
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,0,120,2,3,1,2,NA,NA,2,8,4159,524
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4159,1048
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,4159,1921
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,45,45,4,2,1,2,NA,NA,2,9,4159,699
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,1,1,1,1,1,2,NA,NA,2,8,4159,349
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4160,888
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,2,2,1,1,3,2,NA,NA,1,10,4160,296
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4160,296
9,83,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4160,444
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,1,3,3,2,2,2,0,7,0,420,3,3,1,2,NA,NA,2,8,4160,296
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,1,1,2,NA,NA,1,10,4160,296
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,1,0,0,40,40,2,2,1,2,NA,NA,2,9,4160,296
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4160,296
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,2,1,0,2940,2,2,1,2,NA,NA,3,7,4160,296
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,1,1,2,NA,NA,2,9,4160,296
19,51,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,30,30,3,6,2,1,1,3,6,1,4160,296
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,2,9,4161,2238
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,2,2,0,0,40,40,3,2,1,2,NA,NA,2,8,4161,373
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,6,4,1,1,2,NA,6,1,4161,2238
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,1,NA,1,2,NA,NA,1,10,4161,8208
4,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,1,10,4161,746
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,2,3,3,2,2,2,0,0,20,20,2,1,1,2,NA,NA,1,10,4161,746
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,4161,2052
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4161,187
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4161,187
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,1,2,NA,NA,2,9,4161,1865
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4162,402
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,3,3,1,2,NA,NA,3,6,4162,4023
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,3,3,2,2,1,0,1,0,60,3,2,1,2,NA,NA,2,8,4162,402
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,3,3,2,2,1,0,4,0,240,4,4,1,2,NA,NA,2,8,4162,402
7,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,5,0,300,3,2,1,1,2,NA,5,2,4162,4426
7,50,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,3,3,1,2,2,0,3,0,180,4,6,1,1,2,NA,3,6,4162,1609
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,2,9,4162,1341
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4163,3258
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,1,2,0,1,0,60,2,2,1,1,2,NA,2,9,4163,3258
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,3,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4163,815
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4163,815
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,4163,815
19,51,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,15,15,4,2,1,1,2,NA,3,7,4163,815
19,51,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,20,20,3,3,1,2,NA,NA,3,7,4163,815
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,0,10,10,2,2,1,2,NA,NA,2,9,4163,3258
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,3,3,2,2,1,0,0,30,30,2,2,1,2,NA,NA,2,9,4163,326
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4164,402
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,2,0,0,5,5,3,3,1,2,NA,NA,2,8,4164,2009
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,0,5,5,2,2,1,1,2,NA,2,8,4164,402
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,0,5,5,2,2,1,2,NA,NA,2,8,4164,201
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,0,10,10,3,3,1,1,2,NA,3,7,4164,201
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,0,20,20,3,3,1,1,2,NA,3,7,4164,201
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4164,4019
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,1,0,60,3,2,1,2,NA,NA,2,9,4164,4421
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,1,NA,1,2,NA,NA,1,10,4164,1206
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,45,45,1,1,1,2,NA,NA,1,10,4164,402
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,1,1,2,NA,NA,2,9,4164,804
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,1,NA,1,2,NA,NA,1,10,4165,5916
5,38,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,1,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4165,538
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3915,2470
2,48,No sabe / no responde,2,2,2,2,2,3,3,2,2,2,0,0,10,10,3,NA,1,2,NA,NA,3,7,3915,6792
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,4,2,1,2,NA,NA,2,8,3915,2470
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,5,2,1,2,NA,NA,2,8,3915,617
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3915,2470
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,3915,247
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,3915,247
2,48,Cajero automático o kiosco inteligente,2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,NA,1,2,NA,NA,2,8,3915,1852
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,0,20,20,2,2,1,2,NA,NA,2,9,3915,370
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3915,370
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,8,3916,404
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,40,40,3,4,2,1,2,NA,6,1,3916,404
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,1,1,1,2,NA,NA,1,10,3916,404
2,48,"Banco, supermercado, tiendas o farmacias",1,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,3916,1346
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,3,2,1,2,NA,NA,2,8,3916,538
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,30,90,3,3,1,2,NA,NA,3,7,3916,269
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,3917,118
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,20,20,3,3,1,2,NA,NA,3,7,3917,1178
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,3,0,180,5,5,1,2,NA,NA,5,3,3917,1178
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3918,3350
2,48,Cajero automático o kiosco inteligente,1,2,2,2,2,3,3,2,2,2,0,0,20,20,2,NA,1,2,NA,NA,2,8,3918,838
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,1,2,NA,2,8,3918,3685
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,1,2,2,3,3,2,2,2,0,2,0,120,4,3,1,1,2,NA,4,5,3918,1005
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,3,3,2,2,1,0,3,0,180,4,3,1,1,2,NA,4,5,3918,1005
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,20,20,2,2,1,2,NA,NA,2,9,3918,558
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,20,20,4,4,1,2,NA,NA,2,9,3918,558
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,20,20,2,2,1,2,NA,NA,2,9,3918,558
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,3,0,180,4,2,1,1,2,NA,3,7,3919,303
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,4,0,240,5,2,1,1,2,NA,3,7,3919,303
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,3919,1514
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,3919,303
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3919,3634
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,2,2,NA,NA,1,10,3919,4543
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,3919,454
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,30,150,2,3,1,2,NA,NA,2,8,3920,279
4,69,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,3920,419
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,1,1,1,0,1,0,60,4,4,2,2,NA,NA,3,6,3920,419
2,51,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,1,1,1,1,1,2,NA,NA,1,10,4134,1675
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4135,3267
7,51,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4135,3267
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,2,2,1,1,1,2,NA,NA,1,10,3920,419
21,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,1,3,3,1,1,1,2,1,0,2940,2,2,1,2,NA,NA,2,8,3920,419
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,3920,5580
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3920,1116
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,3920,1116
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,3920,1395
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,3920,3069
2,48,"Banco, supermercado, tiendas o farmacias",2,3,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,3921,658
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,20,20,3,3,2,1,2,NA,3,6,3921,110
2,48,Cajero automático o kiosco inteligente,2,3,3,3,3,3,3,2,2,2,0,0,5,5,2,NA,1,2,NA,NA,2,9,3921,2194
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,3,3,2,2,2,0,3,0,180,3,4,1,1,2,NA,5,2,3921,219
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,1,0,1,30,90,5,5,1,1,2,NA,6,1,3921,219
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,1,2,0,0,15,15,2,2,1,2,NA,NA,3,7,4130,6766
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,3,2,0,2,30,150,2,2,1,2,NA,NA,2,8,4130,615
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,3,NA,1,2,NA,NA,3,7,4131,1367
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,1,1,0,0,7,7,2,2,1,2,NA,NA,2,9,4131,137
2,51,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,3,3,1,1,1,2,NA,NA,1,10,4131,1367
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,1,1,2,2,1,2,NA,NA,2,9,4131,137
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,1,3,3,2,3,3,0,9,0,540,6,5,1,1,1,1,6,1,4131,228
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,3,3,2,3,2,0,3,0,180,5,6,1,1,1,1,5,2,4131,228
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,3,3,2,3,2,0,0,3,3,6,5,1,1,1,1,5,2,4131,228
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,1,NA,1,2,NA,NA,1,10,4131,3008
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,3,2,0,0,20,20,2,2,1,2,NA,NA,2,8,4131,273
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4131,1504
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,1,1,0,3,0,180,3,3,1,2,NA,NA,3,7,4131,137
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,1,3,3,2,1,1,0,1,0,60,6,6,1,1,2,NA,6,1,4132,3415
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,3,2,0,0,35,35,4,2,1,2,NA,NA,3,6,4132,310
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,1,1,0,0,30,30,4,2,1,2,NA,NA,3,7,4132,310
9,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,1,1,0,0,35,35,3,2,1,2,NA,NA,3,7,4132,310
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,2,NA,NA,2,8,4132,4657
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,3,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4132,5589
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,2,NA,NA,2,8,4132,1552
5,76,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,3,3,2,1,1,0,3,0,180,5,2,1,2,NA,NA,3,7,4132,310
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,3,1,0,1,0,60,5,2,1,2,NA,NA,3,7,4132,310
9,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,30,30,2,NA,1,2,NA,NA,1,10,4133,518
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,2,NA,NA,2,8,4133,1295
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,4133,2590
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,1,10,4133,1295
7,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,9,9,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,1,10,4133,259
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,9,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4133,1295
7,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,6,0,360,3,2,1,1,2,NA,2,8,4133,259
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,2,0,0,30,30,3,2,1,2,NA,NA,2,9,4134,4567
4,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,5,NA,1,1,2,NA,3,6,4134,457
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,1,2,0,3,0,180,4,3,1,1,2,NA,4,4,4134,457
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,45,45,1,2,1,2,NA,NA,1,10,4134,9134
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,1,1,2,NA,NA,1,10,4134,4567
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,1,3,3,2,1,1,0,2,0,120,6,4,1,1,2,NA,4,4,4134,457
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,3,3,2,2,1,0,3,0,180,4,3,1,1,2,NA,5,2,4134,457
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,45,45,3,3,1,1,2,NA,4,4,4134,2283
19,51,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,5,5,6,3,2,1,2,NA,6,1,4134,457
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,1,10,4134,1066
5,27,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,1,3,3,2,2,2,0,5,0,300,6,6,2,1,2,NA,6,1,4134,457
9,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,20,20,1,NA,1,2,NA,NA,1,10,4134,152
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,2,9,4134,3045
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,1,2,2,3,3,2,2,2,0,0,10,10,2,1,1,2,NA,NA,2,9,4134,304
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,1,1,2,NA,NA,1,10,4134,4567
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4134,304
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3913,421
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,2,2,1,2,1,2,NA,NA,2,9,3913,843
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,1,0,0,15,15,2,2,1,2,NA,NA,2,8,4135,2940
7,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,2,30,150,4,5,1,1,2,NA,3,7,4135,653
